condition,i,j,cosine
sparse,2,8,0.5972033143043518
sparse,2,9,0.625386118888855
sparse,2,10,0.6222283840179443
sparse,2,11,0.605262279510498
sparse,2,12,0.6787728071212769
sparse,2,13,0.5641254782676697
sparse,2,14,0.7593505382537842
sparse,2,15,0.6513075828552246
sparse,2,16,0.6267610788345337
sparse,2,17,0.637053370475769
sparse,2,18,0.765704333782196
sparse,2,19,0.6455702185630798
sparse,2,20,0.6371599435806274
sparse,2,21,0.6222635507583618
sparse,2,22,0.6366737484931946
sparse,2,23,0.6170545816421509
sparse,2,24,0.6734069585800171
sparse,2,25,0.6648688316345215
sparse,2,26,0.6076259613037109
sparse,2,27,0.6688461303710938
sparse,2,28,0.6180237531661987
sparse,2,29,0.6739405393600464
sparse,3,4,0.8110234141349792
sparse,3,5,0.8813445568084717
sparse,3,6,0.9259477853775024
sparse,3,7,0.8134850263595581
sparse,3,8,0.8831241130828857
sparse,3,9,0.892815113067627
sparse,3,10,0.8882905840873718
sparse,3,11,0.8728799819946289
sparse,3,12,0.8949353694915771
sparse,3,13,0.8767400979995728
sparse,3,14,0.827580451965332
sparse,3,15,0.8937259912490845
sparse,3,16,0.9206739664077759
sparse,3,17,0.9161497354507446
sparse,3,18,0.6427358984947205
sparse,3,19,0.9205663204193115
sparse,3,20,0.8657748103141785
sparse,3,21,0.9146169424057007
sparse,3,22,0.8927811980247498
sparse,3,23,0.923854410648346
sparse,3,24,0.8927577137947083
sparse,3,25,0.9023969173431396
sparse,3,26,0.8833497762680054
sparse,3,27,0.9054619669914246
sparse,3,28,0.9394411444664001
sparse,3,29,0.8542183041572571
sparse,4,5,0.8947666883468628
sparse,4,6,0.8403730392456055
sparse,4,7,0.8599867820739746
sparse,4,8,0.8390170931816101
sparse,4,9,0.8854458332061768
sparse,4,10,0.8534034490585327
sparse,4,11,0.872796893119812
sparse,4,12,0.8598482608795166
sparse,4,13,0.8116230964660645
sparse,4,14,0.8279128670692444
sparse,4,15,0.9125096201896667
sparse,4,16,0.8417664766311646
sparse,4,17,0.88572096824646
sparse,4,18,0.5861895680427551
sparse,4,19,0.8709115386009216
sparse,4,20,0.7974057793617249
sparse,4,21,0.798934817314148
sparse,4,22,0.7972773313522339
sparse,4,23,0.864152193069458
sparse,4,24,0.8792670965194702
sparse,4,25,0.8232656717300415
sparse,4,26,0.8541650176048279
sparse,4,27,0.8529558777809143
sparse,4,28,0.8347535133361816
sparse,4,29,0.8281573057174683
sparse,5,6,0.8967221975326538
sparse,5,7,0.8786804676055908
sparse,5,8,0.882672905921936
sparse,5,9,0.9054063558578491
sparse,5,10,0.8814719915390015
sparse,5,11,0.8864240050315857
sparse,5,12,0.921491265296936
sparse,5,13,0.8268054127693176
sparse,5,14,0.8557680249214172
sparse,5,15,0.916686475276947
sparse,5,16,0.9044321179389954
sparse,5,17,0.9051837921142578
sparse,5,18,0.6461120247840881
sparse,5,19,0.9035421013832092
sparse,5,20,0.8600203990936279
sparse,5,21,0.8979536294937134
sparse,5,22,0.9018139839172363
sparse,5,23,0.8904028534889221
sparse,5,24,0.9367042779922485
sparse,5,25,0.9132136702537537
sparse,5,26,0.8843980431556702
sparse,5,27,0.9249154329299927
sparse,5,28,0.8900863528251648
sparse,5,29,0.9152655005455017
sparse,6,7,0.8545246720314026
sparse,6,8,0.9271760582923889
sparse,6,9,0.9351356625556946
sparse,6,10,0.9277316331863403
sparse,6,11,0.8949606418609619
sparse,6,12,0.8937853574752808
sparse,6,13,0.8626421093940735
sparse,6,14,0.8484978675842285
sparse,6,15,0.8837480545043945
sparse,6,16,0.9403445720672607
sparse,6,17,0.9122255444526672
sparse,6,18,0.6574705839157104
sparse,6,19,0.9009673595428467
sparse,6,20,0.9067664742469788
sparse,6,21,0.9146592617034912
sparse,6,22,0.9055305123329163
sparse,6,23,0.9123458862304688
sparse,6,24,0.8873148560523987
sparse,6,25,0.8834550976753235
sparse,6,26,0.9009072780609131
sparse,6,27,0.9002054929733276
sparse,6,28,0.9056134223937988
sparse,6,29,0.8740131855010986
sparse,7,8,0.8605605363845825
sparse,7,9,0.8879753351211548
sparse,7,10,0.8802920579910278
sparse,7,11,0.8985400199890137
sparse,7,12,0.839560866355896
sparse,7,13,0.7728735208511353
sparse,7,14,0.8081755638122559
sparse,7,15,0.850745439529419
sparse,7,16,0.8558989763259888
sparse,7,17,0.8790065050125122
sparse,7,18,0.6397872567176819
sparse,7,19,0.8266881704330444
sparse,7,20,0.8218787908554077
sparse,7,21,0.8486884832382202
sparse,7,22,0.8355494737625122
sparse,7,23,0.8576446771621704
sparse,7,24,0.8737776279449463
sparse,7,25,0.8344688415527344
sparse,7,26,0.8650765419006348
sparse,7,27,0.8290424942970276
sparse,7,28,0.8179117441177368
sparse,7,29,0.8456178903579712
sparse,8,9,0.9383413791656494
sparse,8,10,0.9075723886489868
sparse,8,11,0.8900797367095947
sparse,8,12,0.8817881345748901
sparse,8,13,0.864380955696106
sparse,8,14,0.7836644649505615
sparse,8,15,0.8806310892105103
sparse,8,16,0.9127763509750366
sparse,8,17,0.8996982574462891
sparse,8,18,0.6345311403274536
sparse,8,19,0.8696664571762085
sparse,8,20,0.8714538812637329
sparse,8,21,0.889926016330719
sparse,8,22,0.8761152029037476
sparse,8,23,0.9010666012763977
sparse,8,24,0.8452513217926025
sparse,8,25,0.8735554218292236
sparse,8,26,0.9257984161376953
sparse,8,27,0.897702693939209
sparse,8,28,0.8843334913253784
sparse,8,29,0.8460427522659302
sparse,9,10,0.9191476702690125
sparse,9,11,0.9133263826370239
sparse,9,12,0.897188127040863
sparse,9,13,0.8688154816627502
sparse,9,14,0.8274378776550293
sparse,9,15,0.9218814969062805
sparse,9,16,0.9329886436462402
sparse,9,17,0.9128957986831665
sparse,9,18,0.6394870281219482
sparse,9,19,0.8963242769241333
sparse,9,20,0.8777587413787842
sparse,9,21,0.8997803926467896
sparse,9,22,0.8859366774559021
sparse,9,23,0.9144659042358398
sparse,9,24,0.8884050250053406
sparse,9,25,0.8935339450836182
sparse,9,26,0.9255412220954895
sparse,9,27,0.899837851524353
sparse,9,28,0.9067240953445435
sparse,9,29,0.8684635758399963
sparse,10,11,0.9149747490882874
sparse,10,12,0.8907658457756042
sparse,10,13,0.880743145942688
sparse,10,14,0.8297433257102966
sparse,10,15,0.8956617116928101
sparse,10,16,0.91903156042099
sparse,10,17,0.931481659412384
sparse,10,18,0.6274497509002686
sparse,10,19,0.9059202671051025
sparse,10,20,0.8956723809242249
sparse,10,21,0.9240865707397461
sparse,10,22,0.9141536951065063
sparse,10,23,0.9095519781112671
sparse,10,24,0.8851323127746582
sparse,10,25,0.8820087909698486
sparse,10,26,0.9177753925323486
sparse,10,27,0.8900632262229919
sparse,10,28,0.9063703417778015
sparse,10,29,0.8650473952293396
sparse,11,12,0.8539594411849976
sparse,11,13,0.8522297143936157
sparse,11,14,0.7972484827041626
sparse,11,15,0.8613752722740173
sparse,11,16,0.8836559653282166
sparse,11,17,0.9036680459976196
sparse,11,18,0.6013502478599548
sparse,11,19,0.8542567491531372
sparse,11,20,0.840721845626831
sparse,11,21,0.8568153381347656
sparse,11,22,0.8365514874458313
sparse,11,23,0.9088377952575684
sparse,11,24,0.8673932552337646
sparse,11,25,0.8350614309310913
sparse,11,26,0.8958957195281982
sparse,11,27,0.8454614281654358
sparse,11,28,0.8725312948226929
sparse,11,29,0.8254844546318054
sparse,12,13,0.8327032327651978
sparse,12,14,0.8618159294128418
sparse,12,15,0.935163140296936
sparse,12,16,0.9113242030143738
sparse,12,17,0.9170982241630554
sparse,12,18,0.6652914881706238
sparse,12,19,0.9281109571456909
sparse,12,20,0.8742147088050842
sparse,12,21,0.9110912680625916
sparse,12,22,0.933711051940918
sparse,12,23,0.8747270107269287
sparse,12,24,0.9148557186126709
sparse,12,25,0.9421283602714539
sparse,12,26,0.8873841166496277
sparse,12,27,0.9607949256896973
sparse,12,28,0.9125003814697266
sparse,12,29,0.903962254524231
sparse,13,14,0.7713570594787598
sparse,13,15,0.8430774211883545
sparse,13,16,0.8640230894088745
sparse,13,17,0.8972781896591187
sparse,13,18,0.6021331548690796
sparse,13,19,0.8517624139785767
sparse,13,20,0.8299106359481812
sparse,13,21,0.8581174612045288
sparse,13,22,0.8484483361244202
sparse,13,23,0.8654480576515198
sparse,13,24,0.8172571659088135
sparse,13,25,0.8424535989761353
sparse,13,26,0.8663556575775146
sparse,13,27,0.8484017848968506
sparse,13,28,0.860560953617096
sparse,13,29,0.7843785285949707
sparse,14,15,0.8563508987426758
sparse,14,16,0.8789605498313904
sparse,14,17,0.8524014949798584
sparse,14,18,0.6586475372314453
sparse,14,19,0.8423929214477539
sparse,14,20,0.8463461399078369
sparse,14,21,0.831427812576294
sparse,14,22,0.8472365140914917
sparse,14,23,0.8180807828903198
sparse,14,24,0.8508400917053223
sparse,14,25,0.8383336067199707
sparse,14,26,0.8001997470855713
sparse,14,27,0.8574920892715454
sparse,14,28,0.8250898122787476
sparse,14,29,0.840126633644104
sparse,15,16,0.9088408946990967
sparse,15,17,0.9333357810974121
sparse,15,18,0.619517982006073
sparse,15,19,0.9468969106674194
sparse,15,20,0.8545538187026978
sparse,15,21,0.8843954801559448
sparse,15,22,0.8941930532455444
sparse,15,23,0.8877065181732178
sparse,15,24,0.910699188709259
sparse,15,25,0.9201681613922119
sparse,15,26,0.8790658712387085
sparse,15,27,0.9405113458633423
sparse,15,28,0.9131321907043457
sparse,15,29,0.8944071531295776
sparse,16,17,0.9254595041275024
sparse,16,18,0.6261307001113892
sparse,16,19,0.9052155017852783
sparse,16,20,0.9138200283050537
sparse,16,21,0.9385247230529785
sparse,16,22,0.938915491104126
sparse,16,23,0.9162461757659912
sparse,16,24,0.9008928537368774
sparse,16,25,0.9173368215560913
sparse,16,26,0.9003571271896362
sparse,16,27,0.9165087938308716
sparse,16,28,0.9278929233551025
sparse,16,29,0.8938648700714111
sparse,17,18,0.63990718126297
sparse,17,19,0.9339616894721985
sparse,17,20,0.8935018181800842
sparse,17,21,0.9089747071266174
sparse,17,22,0.9169867038726807
sparse,17,23,0.910098671913147
sparse,17,24,0.9033091068267822
sparse,17,25,0.9144382476806641
sparse,17,26,0.9024463295936584
sparse,17,27,0.9179341793060303
sparse,17,28,0.9073848724365234
sparse,17,29,0.8849005699157715
sparse,18,19,0.6413609385490417
sparse,18,20,0.6222062110900879
sparse,18,21,0.6384404897689819
sparse,18,22,0.6476013660430908
sparse,18,23,0.6100178956985474
sparse,18,24,0.640562891960144
sparse,18,25,0.6626884341239929
sparse,18,26,0.6258889436721802
sparse,18,27,0.655221164226532
sparse,18,28,0.6235411763191223
sparse,18,29,0.6345106363296509
sparse,19,20,0.8846615552902222
sparse,19,21,0.9076544046401978
sparse,19,22,0.9070618152618408
sparse,19,23,0.8959472179412842
sparse,19,24,0.9364303350448608
sparse,19,25,0.9195597767829895
sparse,19,26,0.8910270929336548
sparse,19,27,0.9174454212188721
sparse,19,28,0.9342420101165771
sparse,19,29,0.8804695010185242
sparse,20,21,0.8815634250640869
sparse,20,22,0.8995954990386963
sparse,20,23,0.8614389896392822
sparse,20,24,0.8640614151954651
sparse,20,25,0.8526194095611572
sparse,20,26,0.8731496334075928
sparse,20,27,0.8656830787658691
sparse,20,28,0.8889292478561401
sparse,20,29,0.843090295791626
sparse,21,22,0.9482401609420776
sparse,21,23,0.907638430595398
sparse,21,24,0.9100549817085266
sparse,21,25,0.9332237243652344
sparse,21,26,0.89919114112854
sparse,21,27,0.9202923774719238
sparse,21,28,0.924906849861145
sparse,21,29,0.9032953977584839
sparse,22,23,0.8672956228256226
sparse,22,24,0.9053719639778137
sparse,22,25,0.9390214681625366
sparse,22,26,0.8877921104431152
sparse,22,27,0.9303628206253052
sparse,22,28,0.9062334299087524
sparse,22,29,0.9002004861831665
sparse,23,24,0.8977915048599243
sparse,23,25,0.8809805512428284
sparse,23,26,0.9031069278717041
sparse,23,27,0.879271924495697
sparse,23,28,0.9145264625549316
sparse,23,29,0.8611963987350464
sparse,24,25,0.9024819135665894
sparse,24,26,0.874231219291687
sparse,24,27,0.8893753290176392
sparse,24,28,0.9042269587516785
sparse,24,29,0.9059606790542603
sparse,25,26,0.8671702742576599
sparse,25,27,0.9422962665557861
sparse,25,28,0.9114288687705994
sparse,25,29,0.9191234707832336
sparse,26,27,0.8780210614204407
sparse,26,28,0.9034676551818848
sparse,26,29,0.815056324005127
sparse,27,28,0.9079528450965881
sparse,27,29,0.9128996133804321
sparse,28,29,0.8434745073318481
dense,0,1,0.5426812171936035
dense,0,2,0.5042607188224792
dense,0,3,0.5040299296379089
dense,0,4,0.3717104196548462
dense,0,5,0.5608181953430176
dense,0,6,0.498557448387146
dense,0,7,0.541494607925415
dense,0,8,0.5500509738922119
dense,0,9,0.552819013595581
dense,0,10,0.6474924683570862
dense,0,11,0.3543661832809448
dense,0,12,0.5225517749786377
dense,0,13,0.48440051078796387
dense,0,14,0.47315672039985657
dense,0,15,0.48933741450309753
dense,0,16,0.4811818599700928
dense,0,17,0.4256090223789215
dense,0,18,0.33599504828453064
dense,0,19,0.3067922294139862
dense,0,20,0.43410831689834595
dense,0,21,0.5642249584197998
dense,0,22,0.5651165843009949
dense,0,23,0.3205108642578125
dense,0,24,0.3557089567184448
dense,0,25,0.27304956316947937
dense,0,26,0.435065895318985
dense,0,27,0.5984233617782593
dense,0,28,0.5149794220924377
dense,0,29,0.5761032104492188
dense,1,2,0.2895265519618988
dense,1,3,0.2747717499732971
dense,1,4,0.4900481700897217
dense,1,5,0.3030499815940857
dense,1,6,0.3587196171283722
dense,1,7,0.3080611228942871
dense,1,8,0.2731598913669586
dense,1,9,0.3543684482574463
dense,1,10,0.4287572205066681
dense,1,11,0.210757315158844
dense,1,12,0.5421983003616333
dense,1,13,0.4122552275657654
dense,1,14,0.3229770064353943
dense,1,15,0.22612902522087097
dense,1,16,0.3259778618812561
dense,1,17,0.24620750546455383
dense,1,18,0.213441401720047
dense,1,19,0.11985690891742706
dense,1,20,0.42235004901885986
dense,1,21,0.40007948875427246
dense,1,22,0.3605784475803375
dense,1,23,0.1746138036251068
dense,1,24,0.15899652242660522
dense,1,25,0.20467904210090637
dense,1,26,0.2426464706659317
dense,1,27,0.2497156262397766
dense,1,28,0.2615622282028198
dense,1,29,0.3286632299423218
dense,2,3,0.5966466665267944
dense,2,4,0.2386525571346283
dense,2,5,0.49105143547058105
dense,2,6,0.4968917667865753
dense,2,7,0.628160834312439
dense,2,8,0.4614243507385254
dense,2,9,0.4696125090122223
dense,2,10,0.4007076025009155
dense,2,11,0.4808601140975952
dense,2,12,0.35756105184555054
dense,2,13,0.3679182827472687
dense,2,14,0.5177804231643677
dense,2,15,0.6132453680038452
dense,2,16,0.46475833654403687
dense,2,17,0.5300511121749878
dense,2,18,0.43030330538749695
dense,2,19,0.5060741901397705
dense,2,20,0.48910027742385864
dense,2,21,0.569895327091217
dense,2,22,0.5259388089179993
dense,2,23,0.4830540716648102
dense,2,24,0.5715628266334534
dense,2,25,0.497528612613678
dense,2,26,0.6030998229980469
dense,2,27,0.3830490708351135
dense,2,28,0.3645195960998535
dense,2,29,0.5060758590698242
dense,3,4,0.32607895135879517
dense,3,5,0.497550368309021
dense,3,6,0.4824564456939697
dense,3,7,0.7920247316360474
dense,3,8,0.7281898260116577
dense,3,9,0.5161672830581665
dense,3,10,0.4491059184074402
dense,3,11,0.6588993668556213
dense,3,12,0.49549680948257446
dense,3,13,0.4993891417980194
dense,3,14,0.5448479652404785
dense,3,15,0.5391305685043335
dense,3,16,0.490363746881485
dense,3,17,0.7014755010604858
dense,3,18,0.5403355360031128
dense,3,19,0.5369316339492798
dense,3,20,0.4954792857170105
dense,3,21,0.6320199966430664
dense,3,22,0.5707240104675293
dense,3,23,0.6124159097671509
dense,3,24,0.5441625118255615
dense,3,25,0.46846291422843933
dense,3,26,0.6465510129928589
dense,3,27,0.43107110261917114
dense,3,28,0.3486188054084778
dense,3,29,0.6480132341384888
dense,4,5,0.13829746842384338
dense,4,6,0.3496088981628418
dense,4,7,0.35683321952819824
dense,4,8,0.3551923632621765
dense,4,9,0.17715106904506683
dense,4,10,0.30900606513023376
dense,4,11,0.37191036343574524
dense,4,12,0.515075147151947
dense,4,13,0.45288342237472534
dense,4,14,0.30659961700439453
dense,4,15,0.1454406976699829
dense,4,16,0.3252817988395691
dense,4,17,0.30676794052124023
dense,4,18,0.3321307301521301
dense,4,19,0.1190565973520279
dense,4,20,0.40268805623054504
dense,4,21,0.4711156487464905
dense,4,22,0.4167401194572449
dense,4,23,0.2738344073295593
dense,4,24,0.18105947971343994
dense,4,25,0.1496509611606598
dense,4,26,0.2260037660598755
dense,4,27,0.2879602909088135
dense,4,28,0.19629129767417908
dense,4,29,0.4747577905654907
dense,5,6,0.38082534074783325
dense,5,7,0.4930320382118225
dense,5,8,0.4283558428287506
dense,5,9,0.669512152671814
dense,5,10,0.44116559624671936
dense,5,11,0.290874719619751
dense,5,12,0.29975831508636475
dense,5,13,0.44873881340026855
dense,5,14,0.42001670598983765
dense,5,15,0.5281816124916077
dense,5,16,0.3498140573501587
dense,5,17,0.41852009296417236
dense,5,18,0.3139491379261017
dense,5,19,0.2889784276485443
dense,5,20,0.25812193751335144
dense,5,21,0.3937273323535919
dense,5,22,0.4792669117450714
dense,5,23,0.28391504287719727
dense,5,24,0.3111538887023926
dense,5,25,0.39785969257354736
dense,5,26,0.42567741870880127
dense,5,27,0.4162527918815613
dense,5,28,0.3445788323879242
dense,5,29,0.397895872592926
dense,6,7,0.5989577770233154
dense,6,8,0.4176211357116699
dense,6,9,0.42844122648239136
dense,6,10,0.37042802572250366
dense,6,11,0.4885943830013275
dense,6,12,0.47333812713623047
dense,6,13,0.4393719434738159
dense,6,14,0.4833228588104248
dense,6,15,0.4312422573566437
dense,6,16,0.5562551021575928
dense,6,17,0.5032444000244141
dense,6,18,0.34411293268203735
dense,6,19,0.3043546974658966
dense,6,20,0.5151889324188232
dense,6,21,0.6155843734741211
dense,6,22,0.5332874059677124
dense,6,23,0.4117812514305115
dense,6,24,0.27498674392700195
dense,6,25,0.2366771697998047
dense,6,26,0.42676353454589844
dense,6,27,0.3905026912689209
dense,6,28,0.3402196168899536
dense,6,29,0.5472028851509094
dense,7,8,0.6737629771232605
dense,7,9,0.5277332663536072
dense,7,10,0.40918487310409546
dense,7,11,0.6664385199546814
dense,7,12,0.4781341552734375
dense,7,13,0.5130869746208191
dense,7,14,0.5498493909835815
dense,7,15,0.5200650095939636
dense,7,16,0.576724648475647
dense,7,17,0.7978911399841309
dense,7,18,0.553012490272522
dense,7,19,0.4492809772491455
dense,7,20,0.5889822840690613
dense,7,21,0.6908119320869446
dense,7,22,0.5997567772865295
dense,7,23,0.5919932126998901
dense,7,24,0.4685876667499542
dense,7,25,0.39794421195983887
dense,7,26,0.6806017160415649
dense,7,27,0.4747508764266968
dense,7,28,0.3982357978820801
dense,7,29,0.7144496440887451
dense,8,9,0.5081117749214172
dense,8,10,0.5527817010879517
dense,8,11,0.5140917897224426
dense,8,12,0.539786159992218
dense,8,13,0.44435182213783264
dense,8,14,0.5299499034881592
dense,8,15,0.4823214113712311
dense,8,16,0.4031447768211365
dense,8,17,0.6469109654426575
dense,8,18,0.5798747539520264
dense,8,19,0.3682907819747925
dense,8,20,0.4005461633205414
dense,8,21,0.5200881361961365
dense,8,22,0.5692099332809448
dense,8,23,0.4877336323261261
dense,8,24,0.5185465812683105
dense,8,25,0.2799598276615143
dense,8,26,0.5624496340751648
dense,8,27,0.5435441136360168
dense,8,28,0.3378525674343109
dense,8,29,0.6686346530914307
dense,9,10,0.5542443990707397
dense,9,11,0.29231393337249756
dense,9,12,0.3183872699737549
dense,9,13,0.41162341833114624
dense,9,14,0.442322313785553
dense,9,15,0.4693447947502136
dense,9,16,0.3217230439186096
dense,9,17,0.480522096157074
dense,9,18,0.3432811200618744
dense,9,19,0.27502474188804626
dense,9,20,0.2825862765312195
dense,9,21,0.34340065717697144
dense,9,22,0.37598609924316406
dense,9,23,0.28827592730522156
dense,9,24,0.39456868171691895
dense,9,25,0.3105553090572357
dense,9,26,0.427196741104126
dense,9,27,0.4674358069896698
dense,9,28,0.3959004282951355
dense,9,29,0.45349130034446716
dense,10,11,0.31417757272720337
dense,10,12,0.4464389681816101
dense,10,13,0.4322998523712158
dense,10,14,0.46415045857429504
dense,10,15,0.37895143032073975
dense,10,16,0.2764476239681244
dense,10,17,0.391769140958786
dense,10,18,0.34215736389160156
dense,10,19,0.22365112602710724
dense,10,20,0.2151973694562912
dense,10,21,0.36064353585243225
dense,10,22,0.45439016819000244
dense,10,23,0.22567592561244965
dense,10,24,0.36456334590911865
dense,10,25,0.21755696833133698
dense,10,26,0.34946566820144653
dense,10,27,0.5572035312652588
dense,10,28,0.4414980411529541
dense,10,29,0.4698684513568878
dense,11,12,0.3674253225326538
dense,11,13,0.3937452733516693
dense,11,14,0.47561436891555786
dense,11,15,0.38788777589797974
dense,11,16,0.47350791096687317
dense,11,17,0.6267008781433105
dense,11,18,0.5310146808624268
dense,11,19,0.4136892855167389
dense,11,20,0.4378977119922638
dense,11,21,0.5639837384223938
dense,11,22,0.4795612692832947
dense,11,23,0.5592877864837646
dense,11,24,0.36043962836265564
dense,11,25,0.4523385167121887
dense,11,26,0.594154953956604
dense,11,27,0.2988704442977905
dense,11,28,0.3328131437301636
dense,11,29,0.5524470806121826
dense,12,13,0.45257318019866943
dense,12,14,0.41544634103775024
dense,12,15,0.3248499035835266
dense,12,16,0.4771966338157654
dense,12,17,0.370833158493042
dense,12,18,0.3586691617965698
dense,12,19,0.21246004104614258
dense,12,20,0.4953663945198059
dense,12,21,0.6135953664779663
dense,12,22,0.5572450160980225
dense,12,23,0.2862359285354614
dense,12,24,0.3172096610069275
dense,12,25,0.28997135162353516
dense,12,26,0.2946573495864868
dense,12,27,0.36073142290115356
dense,12,28,0.22632575035095215
dense,12,29,0.5616676211357117
dense,13,14,0.38953208923339844
dense,13,15,0.3936968147754669
dense,13,16,0.4567197561264038
dense,13,17,0.422615110874176
dense,13,18,0.39199474453926086
dense,13,19,0.27278459072113037
dense,13,20,0.42780613899230957
dense,13,21,0.5118963122367859
dense,13,22,0.4995694160461426
dense,13,23,0.37077659368515015
dense,13,24,0.3279068171977997
dense,13,25,0.3176647424697876
dense,13,26,0.39856427907943726
dense,13,27,0.3458443284034729
dense,13,28,0.2871280908584595
dense,13,29,0.4786519706249237
dense,14,15,0.4592739939689636
dense,14,16,0.33047911524772644
dense,14,17,0.5018176436424255
dense,14,18,0.48004820942878723
dense,14,19,0.3025275468826294
dense,14,20,0.4357358515262604
dense,14,21,0.46754202246665955
dense,14,22,0.5680745244026184
dense,14,23,0.3685319423675537
dense,14,24,0.35438477993011475
dense,14,25,0.3354896903038025
dense,14,26,0.4846717417240143
dense,14,27,0.3669080138206482
dense,14,28,0.4139530062675476
dense,14,29,0.5009810328483582
dense,15,16,0.3842797875404358
dense,15,17,0.46804526448249817
dense,15,18,0.4450647234916687
dense,15,19,0.3589841425418854
dense,15,20,0.370371550321579
dense,15,21,0.43040627241134644
dense,15,22,0.4456382989883423
dense,15,23,0.34804418683052063
dense,15,24,0.603238582611084
dense,15,25,0.3926905393600464
dense,15,26,0.612182080745697
dense,15,27,0.3380131125450134
dense,15,28,0.37419959902763367
dense,15,29,0.43350717425346375
dense,16,17,0.4088405966758728
dense,16,18,0.35335925221443176
dense,16,19,0.3381205201148987
dense,16,20,0.5439355373382568
dense,16,21,0.722061038017273
dense,16,22,0.6298626065254211
dense,16,23,0.4045204520225525
dense,16,24,0.302739679813385
dense,16,25,0.2860240936279297
dense,16,26,0.42039185762405396
dense,16,27,0.3656077980995178
dense,16,28,0.24812036752700806
dense,16,29,0.5669870972633362
dense,17,18,0.591689944267273
dense,17,19,0.36419254541397095
dense,17,20,0.41468876600265503
dense,17,21,0.4666168689727783
dense,17,22,0.41559386253356934
dense,17,23,0.5092487931251526
dense,17,24,0.4388306140899658
dense,17,25,0.34807470440864563
dense,17,26,0.6798630952835083
dense,17,27,0.40526777505874634
dense,17,28,0.369731605052948
dense,17,29,0.6200430393218994
dense,18,19,0.25969788432121277
dense,18,20,0.3349460959434509
dense,18,21,0.4045875072479248
dense,18,22,0.4005787968635559
dense,18,23,0.4299025535583496
dense,18,24,0.4042985439300537
dense,18,25,0.33325475454330444
dense,18,26,0.5198383331298828
dense,18,27,0.2700243592262268
dense,18,28,0.2148766964673996
dense,18,29,0.49256980419158936
dense,19,20,0.3340801000595093
dense,19,21,0.39428186416625977
dense,19,22,0.313734233379364
dense,19,23,0.6585713624954224
dense,19,24,0.47322744131088257
dense,19,25,0.5150237083435059
dense,19,26,0.38984689116477966
dense,19,27,0.1962963044643402
dense,19,28,0.10944066941738129
dense,19,29,0.28927475214004517
dense,20,21,0.67474365234375
dense,20,22,0.5193013548851013
dense,20,23,0.35346147418022156
dense,20,24,0.36875614523887634
dense,20,25,0.3168618381023407
dense,20,26,0.3701702356338501
dense,20,27,0.35537296533584595
dense,20,28,0.2407120168209076
dense,20,29,0.545055627822876
dense,21,22,0.7242523431777954
dense,21,23,0.5096490383148193
dense,21,24,0.3886288106441498
dense,21,25,0.40029942989349365
dense,21,26,0.47089481353759766
dense,21,27,0.4564080536365509
dense,21,28,0.28135305643081665
dense,21,29,0.7072129845619202
dense,22,23,0.3829442858695984
dense,22,24,0.34923917055130005
dense,22,25,0.2716079652309418
dense,22,26,0.45111536979675293
dense,22,27,0.5446730852127075
dense,22,28,0.31327900290489197
dense,22,29,0.6425544023513794
dense,23,24,0.4543180465698242
dense,23,25,0.4462524950504303
